spanish	reference	candidate	bleu	rogue	pos_reference	pos_candidate	bleu_pos	rogue_pos
La vida empieza cuando te das cuenta de quién eres realmente.	Life begins when we realize who we really are.	Life starts when you realize who you really are.	21.36435031981171	0.749999995	PRON AUX VERB PRON VERB PRON PRON ADV VERB PUNCT	NOUN AUX VERB PRON VERB PRON PRON VERB VERB PUNCT	58.14307369682194	0.7999999950000002
La vida empieza cuando decides lo que esperas de ella.	Life starts when you decide what you are expecting from it.	Life begins when you decide what you expect from it.	44.12739850976206	0.7368421002770082	NOUN AUX VERB PRON VERB PRON PRON AUX VERB ADP PRON PUNCT	NOUN VERB ADV PRON VERB PRON PRON VERB ADP PRON PUNCT	45.305163015763085	0.8333333283333335
¿De qué estás hablando?	What are you talking about?	What are you talking about?	100.00000000000004	0.999999995	PRON VERB PRON VERB ADP PUNCT	PRON VERB PRON VERB ADP PUNCT	100.00000000000004	0.999999995
Quiero un caramelo.	I want a piece of candy.	I want a candy.	33.51600230178196	0.7999999952000001	PRON VERB DET NOUN ADP NOUN PUNCT	PRON VERB DET NOUN PUNCT	50.93330917854971	0.9090909041322315
¿Cuándo comemos? ¡Tengo hambre!	When are we eating? I'm hungry!	When do we eat?	7.715486568024961	0.39999999520000007	ADV VERB PRON VERB VERB PRON VERB ADJ PUNCT	ADV VERB PRON VERB PUNCT	31.772355751081438	0.8888888839506174
Tengo clase mañana.	I have class tomorrow.	I have class tomorrow.	100.00000000000004	0.999999995	PRON VERB DET PROPN PUNCT	PRON VERB DET PROPN PUNCT	100.00000000000004	0.999999995
"Gracias. ""De nada."""	"Thank you. ""You're welcome."""	"Thank you. ""You're welcome."""	100.00000000000004	0.999999995	VERB PRON PRON PUNCT PRON VERB ADJ PUNCT SYM	VERB PRON PRON PUNCT PRON VERB ADJ PUNCT SYM	100.00000000000004	0.999999995
¿De qué país eres?	What country are you from?	What country are you from?	100.00000000000004	0.999999995	PRON NOUN VERB PRON ADV PUNCT	PRON NOUN VERB PRON ADV PUNCT	100.00000000000004	0.999999995
Es rico, ¡no necesita dinero!	He's rich. He doesn't need money!	He's rich, he doesn't need money!	41.11336169005198	0.6666666616666668	PRON VERB ADJ PUNCT PRON VERB ADV VERB NOUN PUNCT	PRON VERB ADJ PUNCT PRON VERB ADV VERB NOUN PUNCT	100.00000000000004	0.999999995
Están haciendo demasiado ruido, no puedo concentrarme.	They're making too much noise. I can't concentrate.	They're making too much noise, I can't concentrate.	65.80370064762461	0.874999995	ADV VERB VERB ADV ADJ NOUN PUNCT PRON AUX ADV VERB PUNCT	PRON VERB VERB ADV ADJ NOUN PUNCT PRON AUX ADV VERB PUNCT	90.36020036098445	0.999999995
Llevaba un sombrero negro.	She was wearing a black hat.	He was wearing a black hat.	80.91067115702207	0.8333333283333335	PRON VERB PRON DET NOUN NOUN PUNCT	PRON VERB VERB DET NOUN NOUN PUNCT	48.892302243490086	0.999999995
La esencia de las matemáticas es la libertad.	The essence of mathematics is liberty.	The essence of mathematics is freedom.	64.34588841607616	0.8333333283333335	DET NOUN ADP NOUN VERB NOUN PUNCT	DET NOUN ADP NOUN VERB NOUN PUNCT	100.00000000000004	0.999999995
Quiero ser más independiente.	I want to be more independent.	I want to be more independent.	100.00000000000004	0.999999995	PRON VERB ADV VERB ADV ADJ PUNCT	PRON VERB ADV VERB ADV ADJ PUNCT	100.00000000000004	0.999999995
La matemática no es simplemente la memorización de fórmulas.	Mathematics is not just the memorization of formulas.	Mathematics is not simply the memorization of formulas.	59.694917920196445	0.874999995	NOUN VERB ADV ADV DET NOUN ADP NOUN PUNCT	NOUN VERB ADV ADV DET NOUN ADP NOUN PUNCT	100.00000000000004	0.999999995
Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez.	One, two, three, four, five, six, seven, eight, nine, ten.	One, two, three, four, five, six, seven, eight, nine, ten.	100.00000000000004	0.999999995	NUM SYM NUM NUM NUM NUM NUM NUM NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT	NUM SYM NUM NUM NUM NUM NUM NUM NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT	100.00000000000004	0.999999995
¿Dónde están los servicios?	Where are the toilets?	Where are the services?	42.72870063962342	0.749999995	ADV VERB DET NOUN PUNCT	ADV VERB DET NOUN PUNCT	100.00000000000004	0.999999995
La esencia de la libertad son las matemáticas.	The essence of liberty is mathematics.	The essence of freedom is mathematics.	41.11336169005196	0.8333333283333335	DET NOUN ADP NOUN VERB NOUN PUNCT	DET NOUN ADP NOUN VERB NOUN PUNCT	100.00000000000004	0.999999995
¿Cuántas horas de sueño necesitas?	How many hours of sleep do you need?	How many hours of sleep do you need?	100.00000000000004	0.999999995	ADV ADJ NOUN ADJ NOUN VERB PRON VERB PUNCT	ADV ADJ NOUN ADJ NOUN VERB PRON VERB PUNCT	100.00000000000004	0.999999995
Cada persona es un mundo.	Each person is a world.	Every person is a world.	75.98356856515926	0.7999999950000002	ADV NOUN VERB DET NOUN PUNCT	ADV NOUN VERB DET NOUN PUNCT	100.00000000000004	0.999999995
Voy a comprarme una nueva cámara, esta vez digital.	I'm going to buy myself a new camera, digital this time.	I'm gonna buy a new camera, this time digital.	26.431911302225476	0.6999999950500001	PRON VERB VERB INTJ VERB PRON DET ADJ NOUN PUNCT INTJ DET NOUN PUNCT	PRON VERB PRON VERB DET ADJ NOUN PUNCT DET NOUN NOUN PUNCT	28.5623315686123	0.9230769181065088
Bebo los vientos por ti.	I'm crazy about you.	I drink the winds for you.	13.134549472120788	0.1999999952000001	PRON VERB ADJ ADP PRON PUNCT	PRON VERB DET NOUN ADP PRON PUNCT	30.739407647563215	0.7272727223140496
No sé qué es peor.	I don't know what is worse.	I don't know what's worse.	32.159351091190125	0.7272727223140496	PRON VERB ADV VERB PRON VERB ADV PUNCT	PRON VERB ADV VERB PRON VERB ADJ PUNCT	70.71067811865478	0.8888888839506174
¿Es necesario expandir el conocimiento humano con la exploración espacial?	Is it necessary to expand human knowledge with space exploration?	Is it necessary to expand human knowledge with space exploration?	100.00000000000004	0.999999995	VERB PRON ADJ PART VERB ADJ NOUN ADP NOUN NOUN PUNCT	VERB PRON ADJ PART VERB ADJ NOUN ADP NOUN NOUN PUNCT	100.00000000000004	0.999999995
La belleza está en los ojos del que mira.	Beauty lies in the eyes of the one who sees.	Beauty is in the eyes of the one who looks.	60.767958081376904	0.7777777727777778	CCONJ VERB ADP DET NOUN CCONJ DET NOUN PRON VERB PUNCT	CCONJ VERB ADP DET NOUN ADP DET NOUN PRON VERB PUNCT	70.16879391277372	0.999999995
¿Quién compra este tipo de arte?	Who buys this type of art?	Who buys this kind of art?	41.11336169005196	0.8333333283333335	PRON VERB DET NOUN ADJ NOUN PUNCT	INTJ VERB DET NOUN ADJ NOUN PUNCT	80.91067115702207	0.8333333283333335
La NASA dice que ya tiene información suficiente para afirmar que una visita humana al planeta rojo es factible.	NASA says it has sufficient information to say that a human visit to the red planet is feasible.	NASA says it already has enough information to claim that a human visit to the red planet is feasible.	62.44451680575339	0.8571428521469389	PROPN PROPN VERB VERB ADJ NOUN PART VERB ADP DET ADJ NOUN ADP DET PROPN PROPN VERB ADJ PUNCT	PROPN PROPN PROPN VERB VERB DET NOUN PART VERB ADP DET ADJ NOUN ADP DET PROPN PROPN VERB ADJ PUNCT	80.3154665668484	0.999999995
Las mujeres de verdad tienen curvas.	Real women have curves.	Real women have curves.	100.00000000000004	0.999999995	ADJ NOUN VERB NOUN PUNCT	ADJ NOUN VERB NOUN PUNCT	100.00000000000004	0.999999995
¿Por qué no podemos hacernos cosquillas a nosotros mismos?	Why can't we tickle ourselves?	Why can't we tickle ourselves?	100.00000000000004	0.999999995	PUNCT AUX VERB PRON VERB PRON PUNCT	PUNCT AUX VERB PRON VERB PRON PUNCT	100.00000000000004	0.999999995
La respuesta nos lleva a un círculo vicioso.	The answer leads us to a vicious circle.	The answer leads us to a vicious circle.	100.00000000000004	0.999999995	DET NOUN VERB PRON ADP DET ADJ NOUN PUNCT	DET NOUN VERB PRON ADP DET ADJ NOUN PUNCT	100.00000000000004	0.999999995
¿Qué? ¿Todavía no sabes conducir?	What... you still don't know how to drive?	What, you still don't know how to drive?	64.069143843707	0.874999995	VERB PRON ADV ADV VERB ADV VERB ADV PRON VERB PUNCT	ADV PUNCT ADV ADV VERB ADV VERB ADV PART VERB PUNCT	51.93071778680675	0.749999995
Y conmigo ya somos uno más.	And with me, we are yet one more.	And with me, we're one more.	38.940039153570254	0.7142857093877552	CCONJ VERB INTJ PRON ADV VERB ADV NUM ADV PUNCT	CCONJ VERB INTJ PRON ADV VERB NUM ADJ PUNCT	56.481980977130846	0.9333333283555556
¿Ya tienes barba?	Have you got a beard already?	Have you got a beard yet?	64.34588841607616	0.8333333283333335	VERB PRON VERB DET NOUN ADV PUNCT	VERB PRON VERB DET NOUN ADV PUNCT	100.00000000000004	0.999999995
Siento que soy libre.	I feel that I am free.	I feel like I'm free.	19.43309443637608	0.5999999950000001	PRON VERB PRON PRON VERB ADJ PUNCT	PRON VERB ADV PRON VERB ADJ PUNCT	48.892302243490086	0.8888888839506174
La libertad no es gratis.	Freedom is not free.	Freedom is not free.	100.00000000000004	0.999999995	NOUN VERB ADV ADJ PUNCT	NOUN VERB ADV ADJ PUNCT	100.00000000000004	0.999999995
¿Cómo provocar el deseo de una mujer?	How to arouse a woman's desire?	How to provoke a woman's desire?	48.892302243490086	0.8333333283333335	VERB PART VERB DET NOUN PART NOUN PUNCT	VERB PART VERB DET NOUN PART NOUN PUNCT	100.00000000000004	0.999999995
Mientras comíamos el postre crecía el deseo por viajar a este país.	As we ate dessert, the desire grew to travel in this country.	As we ate dessert, the desire to travel to this country grew.	54.24434930647153	0.8695652124007562	ADP PRON VERB NOUN PUNCT DET NOUN VERB PART VERB ADP DET NOUN PUNCT	ADP PRON VERB NOUN PUNCT PRON NOUN PART VERB ADP PROPN PROPN VERB PUNCT	38.50322886878713	0.8571428521428571
¡Quiero un MP3!	I want an MP3 player!	I want an MP3!	57.89300674674101	0.6666666617283951	PRON VERB DET NOUN NOUN PUNCT	PRON VERB DET NOUN PUNCT	62.210084312905316	0.999999995
¿Dónde estás?	Where are you?	Where are you?	100.00000000000004	0.999999995	VERB VERB PRON PUNCT	VERB VERB PRON PUNCT	100.00000000000004	0.999999995
¿Adónde vas?	Where are you going?	Where are you going?	100.00000000000004	0.999999995	ADV VERB PRON VERB PUNCT	ADV VERB PRON VERB PUNCT	100.00000000000004	0.999999995
El queso es un alimento sólido elaborado a partir de la leche de vaca, cabra, oveja u otros mamíferos.	Cheese is a solid food made from the milk of cows, goats, sheep, and other mammals.	Cheese is a solid food made from the milk of cow, goat, sheep or other mammals.	56.971032152705476	0.749999995	PUNCT VERB DET ADJ NOUN VERB ADP DET NOUN ADP NOUN PUNCT NOUN PUNCT NOUN CCONJ CCONJ ADJ NOUN PUNCT	PUNCT VERB DET ADJ NOUN VERB ADP DET NOUN ADP NOUN PUNCT NOUN CCONJ NOUN CCONJ ADJ NOUN PUNCT	81.66563804283541	0.999999995
Si no lo hago ahora, nunca lo haré.	If I don't do it now, I never will.	If I don't do it now, I never will.	100.00000000000004	0.999999995	ADV PRON VERB ADV VERB PRON ADV ADV PRON ADV VERB PUNCT	ADV PRON VERB ADV VERB PRON ADV ADV PRON ADV VERB PUNCT	100.00000000000004	0.999999995
Hay muchas cosas que no sabes sobre mi personalidad.	There are a lot of things you don't know about my personality.	There's a lot you don't know about my personality.	52.38375874705952	0.7619047570068028	ADV VERB DET NOUN PRON NOUN PRON VERB ADV VERB ADP PRON NOUN PUNCT	ADV VERB DET NOUN PRON VERB ADV VERB ADP PRON NOUN PUNCT	82.19198246700309	0.999999995
Quizás tengas razón, fui un egoísta.	Perhaps you are right, I have been selfish.	Maybe you're right, I was selfish.	20.130954856436926	0.4285714236734694	ADV ADV VERB INTJ PUNCT PRON VERB ADV ADJ PUNCT	VERB PRON VERB ADJ PUNCT PRON VERB ADJ PUNCT	20.90067144241745	0.7999999952000001
Todo el mundo se merece una segunda oportunidad.	Everyone deserves a second chance.	Everyone deserves a second chance.	100.00000000000004	0.999999995	ADV VERB DET ADJ NOUN PUNCT	ADV VERB DET ADJ NOUN PUNCT	100.00000000000004	0.999999995
¿Cuál es la ventaja de esta tecnología?	What is the advantage of this technology?	What is the advantage of this technology?	100.00000000000004	0.999999995	PRON VERB DET NOUN ADP DET NOUN PUNCT	PRON VERB DET NOUN ADP DET NOUN PUNCT	100.00000000000004	0.999999995
Si usted no dispone de este programa puede descargarlo ahora.	If you do not have this program, you can download it now.	If you do not have this program you can download it now.	78.81929718099911	0.9090909040909091	ADV ADV VERB ADV VERB DET NOUN PUNCT PRON AUX VERB PRON ADV PUNCT	ADV ADV VERB ADV VERB DET NOUN PRON AUX VERB PRON ADV PUNCT	78.81929718099911	0.999999995
El hombre propone, Dios dispone.	Man proposes, God disposes.	Man proposes, God disposes.	100.00000000000004	0.999999995	PUNCT VERB PUNCT PROPN VERB PUNCT	PUNCT VERB PUNCT PROPN VERB PUNCT	100.00000000000004	0.999999995
Cuando hablas con los demás, lo haces con los brazos cruzados.	When you talk to others, you're doing it with your arms crossed.	When you talk to others, you do it with your arms crossed.	69.97522298221911	0.8695652124007562	ADV PRON VERB ADP PRON VERB PRON VERB VERB PRON ADP PRON NOUN INTJ PUNCT	ADV PRON VERB ADP PRON VERB PRON VERB PRON ADP PRON NOUN INTJ PUNCT	86.64515469216713	0.999999995
Completa el siguiente formulario para saber quién pudiste haber sido en tu anterior vida.	Complete the following form to know who you could have been in a previous life.	Complete the form below to find out who you might have been in your previous life.	18.842393723950345	0.7096774143600416	VERB DET VERB NOUN PRON VERB ADV PRON AUX VERB ADV ADP DET ADJ NOUN PUNCT	VERB DET NOUN VERB PART VERB PRON ADP PRON AUX VERB VERB ADP PRON DET NOUN PUNCT	14.606504179225631	0.823529406782007
González regala una bicicleta a todos sus empleados en Europa.	Gonzales offers a bike to all his employees in Europe.	González gives a bike to all his employees in Europe.	78.60753021519781	0.7999999950000002	PROPN VERB DET NOUN ADP DET ADJ NOUN ADP PROPN PUNCT	PROPN VERB DET NOUN ADP DET PRON NOUN ADP PROPN PUNCT	70.16879391277372	0.8571428521428571
Hay 1000 películas que hay que ver antes de morir.	There are 1000 movies that one must watch before dying.	There are 1000 films to watch before you die.	18.60045401920258	0.5263157844875347	ADV VERB NUM NOUN PRON PRON AUX VERB ADP VERB PUNCT	ADV VERB NUM NOUN PART VERB ADP PRON VERB PUNCT	33.07680439972367	0.749999995
La creatividad es un aspecto importante para el desarrollo del ser humano.	Creativity is an important aspect of human development.	Creativity is an important aspect of human development.	100.00000000000004	0.999999995	NOUN VERB DET ADJ NOUN ADP NOUN NOUN PUNCT	NOUN VERB DET ADJ NOUN ADP NOUN NOUN PUNCT	100.00000000000004	0.999999995
La industria textil se adaptará a un mercado de libre competencia en los próximos años.	The textile industry will adapt to a market of free competition in the coming years.	The textile industry will adapt to a free competition market in the coming years.	65.59826556429194	0.8965517191438764	DET NOUN NOUN AUX VERB ADP DET NOUN ADP ADJ NOUN ADP DET NUM NOUN PUNCT	DET NOUN NOUN AUX VERB ADP DET ADJ NOUN NOUN ADP DET NUM NOUN PUNCT	71.75700848838942	0.999999995
¿Tiene dificultades para comprender lo que le dicen mujeres o niños pequeños?	Do you have difficulty understanding what women or small children say to you?	Do you have difficulty understanding what women or young children say to you?	78.25422900366432	0.9230769180769233	VERB PRON VERB ADV VERB PRON NOUN PRON ADJ NOUN VERB VERB PRON PUNCT	VERB PRON VERB ADV VERB PRON PRON CCONJ ADJ NOUN VERB VERB PRON PUNCT	71.38957847176475	0.9230769181065088
No hay que preparar un plato diferente para cada persona.	You don't have to make a different dish for every person.	You don't have to prepare a different dish for each person.	46.59538415189962	0.8181818131818183	PRON AUX ADV VERB ADV VERB DET ADJ NOUN ADP NUM NOUN PUNCT	PRON AUX ADV VERB ADV VERB DET ADJ NOUN ADP NUM NOUN PUNCT	100.00000000000004	0.999999995
Me han dicho que soy pragmático, y lo soy.	I have been told that I am pragmatic, and I am.	I've been told I'm pragmatic, and I am.	43.073448401045624	0.749999995	PRON VERB VERB VERB ADP PRON VERB ADJ CCONJ ADV PRON VERB PUNCT	PRON VERB VERB VERB PRON VERB ADJ CCONJ ADV PRON VERB PUNCT	76.7733168433653	0.9230769181065088
Prefiero buscarle solución a los problemas, no sólo denunciarlos.	I prefer to look for a solution to problems, not only to report them.	I prefer to find a solution to the problems, not just to denounce them.	23.17511932071925	0.6666666616666668	PRON VERB ADV VERB ADP DET NOUN ADP NOUN PUNCT ADV ADV PART VERB PRON PUNCT	PRON AUX ADV VERB DET NOUN ADP DET NOUN PUNCT ADV ADV ADV VERB PRON PUNCT	34.018746665856	0.874999995
¿Aún te sigues preguntando cuál es el sentido de la vida?	You are still asking yourself what the meaning of life is?	Still wondering what the meaning of life is?	52.01870634468553	0.6315789424930748	PRON VERB VERB VERB PRON PRON DET NOUN ADP PRON VERB PUNCT	ADV VERB PRON DET NOUN ADP PRON VERB PUNCT	55.897737730357555	0.9230769181065088
¿Cuándo se puede decir que una persona tiene problemas con el alcohol?	When can one say that a person has alcohol issues?	When can you say that a person has problems with alcohol?	38.827267775222325	0.6666666616780046	AUX ADV DET VERB DET ADJ NOUN VERB NOUN NOUN PUNCT	ADV AUX DET VERB DET ADJ NOUN VERB NOUN ADP NOUN PUNCT	60.003429061308495	0.7999999950222222
¡Recordad que estamos todos en el mismo barco!	Remember that we are all in the same boat.	Remember we're all on the same boat!	18.190371142855746	0.4999999950781251	VERB ADP PRON VERB ADV ADP DET ADJ NOUN PUNCT	VERB PRON VERB ADV ADP DET ADJ NOUN PUNCT	79.56371661921447	0.999999995
Todo lo que necesito saber sobre la vida, lo aprendí de un muñeco de nieve.	All I need to know about life, I learned from a snowman.	Everything I need to know about life, I learned from a snowman.	91.93227152249175	0.9090909040909091	ADV PRON AUX ADV VERB ADP PRON VERB PRON VERB ADP DET NOUN PUNCT	NOUN PRON AUX ADV VERB ADP PRON VERB PRON VERB ADP DET NOUN PUNCT	91.93227152249175	0.999999995
Verifica que tu usuario y contraseña estén escritos correctamente.	Check that your username and password are written correctly.	Check that your user and password are correctly written.	29.071536848410968	0.7777777727777778	VERB ADP PRON NOUN CCONJ NOUN VERB VERB ADV PUNCT	VERB PRON PRON NOUN CCONJ NOUN VERB ADV VERB PUNCT	48.10977290978806	0.9230769181065088
En cualquier caso hay que votar sí en el referéndum del 18 de febrero.	"In any case, you need to vote ""yes"" in the February 18th referendum."	In any case we must vote yes in the referendum of 18 February.	12.758463681891135	0.4615384565384616	ADP DET NOUN PUNCT PRON VERB INTJ VERB PUNCT INTJ ADP ADP DET PROPN PROPN PROPN PUNCT	ADV ADV NOUN PRON AUX VERB ADP ADP DET NOUN INTJ NUM NUM PUNCT	14.349222748535201	0.6666666617283951
Las despedidas siempre son tristes.	Goodbyes are always sad.	Farewells are always sad.	66.87403049764218	0.749999995	ADV VERB ADV ADJ PUNCT	NOUN VERB ADV ADJ PUNCT	66.87403049764218	0.8888888839506174
¡No te olvides de nosotros!	Don't forget about us!	Don't forget about us!	100.00000000000004	0.999999995	AUX ADV VERB ADP PRON PUNCT	AUX ADV VERB ADP PRON PUNCT	100.00000000000004	0.999999995
El tiempo ha pasado rapidísimo.	Time has passed very fast.	Time has passed so quickly.	32.46679154750991	0.5999999950000001	PRON VERB VERB ADV ADV PUNCT	PRON VERB VERB ADV ADV PUNCT	100.00000000000004	0.999999995
¿Cuál es su maleta?	Which is your luggage?	What's your suitcase?	14.794015674776452	0.2857142808163266	AUX VERB PRON NOUN PUNCT	PRON VERB PRON NOUN PUNCT	66.87403049764218	0.8888888839506174
Tengo tos y un poco de fiebre.	I have a cough and a little fever.	I have a cough and a little fever.	100.00000000000004	0.999999995	PRON VERB DET NOUN CCONJ DET ADJ NOUN PUNCT	PRON VERB DET NOUN CCONJ DET ADJ NOUN PUNCT	100.00000000000004	0.999999995
Abre el armario de la izquierda, allí están las botellas.	Open the cupboard to the left, the bottles are in there.	Open the closet on the left, there are the bottles.	18.63640680706656	0.4705882303114187	VERB DET NOUN ADP DET ADV PUNCT DET NOUN VERB ADV ADV PUNCT	VERB DET NOUN ADP DET NOUN PUNCT ADV VERB DET NOUN PUNCT	37.560655942324686	0.8333333283333335
Hay también clubs nocturnos donde se baila flamenco.	There are also nightclubs where you dance flamenco.	There are also nightclubs where flamenco is danced.	48.54917717073236	0.749999995	PRON VERB ADV NOUN VERB PRON VERB X PUNCT	PRON VERB ADV NOUN ADV PRON VERB VERB PUNCT	38.14165616365676	0.9090909041322315
La entrada incluye una bebida.	The entrée includes a beverage.	Entrance includes a drink.	19.3576934939088	0.4444444395061729	DET NOUN VERB DET NOUN PUNCT	NOUN VERB DET NOUN PUNCT	81.87307530779823	0.999999995
Propongo que salgamos el viernes.	I suggest that we go out on Friday.	I propose we go out on Friday.	62.401954419369176	0.7999999950222222	PRON AUX VERB PRON VERB ADP ADP PROPN PUNCT	PRON VERB PRON VERB ADP ADP PROPN PUNCT	76.72796459606589	0.9090909041322315
Mis zapatos negros necesitan un arreglo de los tacones.	My black shoes need heel repairs.	My black shoes need a high heels fix.	31.55984539112946	0.5714285665306124	PRON ADJ NOUN VERB NOUN NOUN PUNCT	PRON ADJ NOUN VERB DET ADJ NOUN NOUN PUNCT	43.167001068522545	0.9090909041322315
Así mato dos pájaros de un tiro.	That way I kill two birds with one stone.	So I kill two birds with one stone.	77.25505949016376	0.823529406782007	ADV ADV PRON VERB NUM NOUN ADP NUM NOUN PUNCT	ADV PRON VERB NUM NOUN ADP NUM NOUN PUNCT	89.483931681437	0.999999995
No me gustan estas tazas, las de la mesa me gustan más.	I don't like these cups; I prefer those on the table.	I don't like these cups, I like the ones on the table better.	34.79159475128446	0.699999995	PRON VERB ADV VERB DET NOUN PUNCT PRON VERB DET ADP DET NOUN PUNCT	PRON VERB ADV VERB DET NOUN PUNCT PRON VERB DET NOUN ADP DET NOUN ADV PUNCT	68.65065103648593	0.999999995
¿Tiene experiencia profesional?	Do you have professional experience?	Do you have professional experience?	100.00000000000004	0.999999995	VERB PRON VERB ADJ NOUN PUNCT	VERB PRON VERB ADJ NOUN PUNCT	100.00000000000004	0.999999995
No tuve tiempo ni para ir de compras ni para despedirme de mi madre.	I had neither the time to go shopping, nor to say goodbye to my mother.	I didn't have time to go shopping or say goodbye to my mother.	43.94900482337444	0.6399999950080001	PRON VERB ADV DET NOUN PRON VERB PRON CCONJ CCONJ ADV VERB ADV ADP PRON NOUN PUNCT	PRON VERB ADV VERB PRON INTJ VERB PRON CCONJ VERB ADV ADP PRON NOUN PUNCT	45.244111100479785	0.874999995
Me gustaría probarme la falda azul rayada.	I would like to try the blue striped skirt.	I'd like to try on the blue striped skirt.	52.53819788848316	0.7777777727777778	PRON AUX VERB ADV VERB DET NUM NOUN NOUN PUNCT	PRON AUX VERB ADV VERB ADP DET ADJ NOUN NOUN PUNCT	48.326978309062206	0.823529406782007
¿Cuánto se da de propina en España?	How much do you leave for a tip in Spain?	How much do you tip in Spain?	47.52203774792177	0.8235294069204152	ADV ADV VERB PRON VERB PRON DET NOUN ADP NUM PUNCT	ADV ADV VERB PRON VERB ADP NUM PUNCT	47.52203774792177	0.8571428522448981
¿Quién ha pintado este cuadro?	Who painted this painting?	Who painted this painting?	100.00000000000004	0.999999995	INTJ VERB DET NOUN PUNCT	INTJ VERB DET NOUN PUNCT	100.00000000000004	0.999999995
A esta hora hay un tráfico increíble.	At this hour, there is incredible traffic.	At this hour there's incredible traffic.	30.895757752065407	0.6153846104142012	ADP DET NOUN PUNCT PRON VERB ADJ NOUN PUNCT	ADP DET NOUN PRON VERB ADJ NOUN PUNCT	61.01950432112583	0.999999995
Los hombres estamos acostumbrados a esperar a las mujeres.	We men are used to waiting for the women.	Men are used to waiting for women.	46.307771619910305	0.7499999950781251	ADV PRON VERB ADV ADV VERB ADP DET PRON PUNCT	PRON VERB VERB ADP VERB ADP PRON PUNCT	14.898573527259417	0.7999999952000001
Ahora tengo que marcharme, están llamando para mi vuelo.	Now I have to leave, they're calling for my flight.	Now I have to leave, they're calling for my flight.	100.00000000000004	0.999999995	ADV PRON VERB ADV VERB CCONJ PRON VERB VERB ADP PRON NOUN PUNCT	ADV PRON VERB ADV VERB CCONJ PRON VERB VERB ADP PRON NOUN PUNCT	100.00000000000004	0.999999995
Es argentino y da clases de tenis.	He's Argentinean and he gives tennis lessons.	He's Argentinian and teaches tennis.	8.22487964923291	0.499999995138889	PRON VERB ADJ CCONJ PRON VERB NOUN NOUN PUNCT	PRON VERB PROPN CCONJ VERB NOUN PUNCT	17.09588824982593	0.8333333283333335
¿Podría explicarnos cómo funciona el lavavajillas?	Could you explain how the dishwasher works?	Could you explain how the dishwasher works?	100.00000000000004	0.999999995	AUX DET VERB PRON DET NOUN VERB PUNCT	AUX DET VERB PRON DET NOUN VERB PUNCT	100.00000000000004	0.999999995
Por favor, indíquemelo en el mapa.	Please, can you indicate this to me on the map?	Please tell me on the map.	21.28139770959968	0.3749999953125	INTJ PUNCT AUX DET VERB VERB ADP PRON ADP DET NOUN PUNCT	PRON VERB PRON ADP DET NOUN PUNCT	31.499993000872454	0.8571428522448981
El grifo gotea.	The tap is running.	The tap's leaking.	14.794015674776452	0.2857142808163266	DET NOUN VERB VERB PUNCT	DET NOUN PART VERB PUNCT	30.213753973567677	0.8888888839506174
Por favor, díganos dónde hay una tienda de comestibles.	Please tell us where there is a grocery store.	Please tell us where there's a grocery store.	53.417359568998464	0.823529406782007	PRON VERB PRON ADV PRON VERB DET NOUN NOUN PUNCT	PRON VERB PRON ADV PRON VERB DET NOUN NOUN PUNCT	100.00000000000004	0.999999995
Quiero recuperar mis objetos de valor.	I want to recover my valuables.	I want my valuables back.	20.547995616750768	0.7272727223140496	PRON VERB PRON VERB PRON NOUN PUNCT	PRON VERB PRON NOUN ADV PUNCT	45.48019047027906	0.8888888839506174
Estoy embarazada de cuatro meses.	I'm four months pregnant.	I'm four months pregnant.	100.00000000000004	0.999999995	PRON VERB NUM NOUN ADJ PUNCT	PRON VERB NUM NOUN ADJ PUNCT	100.00000000000004	0.999999995
Llevo marcapasos.	I've got a pacemaker.	I'm wearing pacemakers.	12.44023474812678	0.0	PRON VERB VERB DET NOUN PUNCT	PRON VERB PRON NOUN PUNCT	24.736929544091932	0.8888888839506174
Quisiera pilas para este aparato.	I would like batteries for this device.	I'd like batteries for this device.	70.1396726799769	0.7692307642603551	PRON AUX VERB NOUN ADP DET NOUN PUNCT	PRON VERB VERB NOUN ADP DET NOUN PUNCT	70.71067811865478	0.9230769181065088
Lavar, cortar y secar, por favor.	Cut, wash and dry, please.	Wash, cut and dry, please.	54.10822690539397	0.5999999950000001	VERB CCONJ VERB CCONJ ADV PUNCT INTJ PUNCT	VERB CCONJ VERB CCONJ ADV PUNCT INTJ PUNCT	100.00000000000004	0.999999995
Necesitamos una ambulancia.	We need an ambulance.	We need an ambulance.	100.00000000000004	0.999999995	PRON VERB DET NOUN PUNCT	PRON VERB DET NOUN PUNCT	100.00000000000004	0.999999995
Todas las mañanas y todas las noches le doy de comer a mi gato.	I feed my cat every morning and every evening.	Every morning and every night I feed my cat.	39.281465090051285	0.4705882303114187	PRON VERB PRON NOUN CCONJ NOUN CCONJ ADV NOUN PUNCT	ADV ADV CCONJ ADV NOUN PRON VERB PRON NOUN PUNCT	41.11336169005196	0.6666666616666668
¿Podría repetirlo, por favor?	Could you please repeat that?	Could you repeat that, please?	20.556680845025987	0.5999999950000001	AUX VERB PRON VERB DET SYM	AUX DET VERB DET SYM INTJ PUNCT	26.269098944241588	0.7272727223140496
